name,latitude,longitude,description,info,type,status
Williams LLC,-23.597853,-46.848764,Trade its watch recent activity might.,"{""address"": ""91559 Lee Rue\nNorth Manuel, AK 51430"", ""website"": ""http://www.carter.biz/""}",BREWERY,ACTIVE
Kane-Johnson,-23.1054865608488,-50.3743301331997,Customer many black local. Sure finally sell. Worker group east best.,"{""address"": ""353 Kylie Road\nWest Jesseton, NJ 94411"", ""website"": ""http://thomas.net/""}",BAR,ACTIVE
"Schmidt, Lawrence and Ortiz",-23.3185212324785,-51.1252830270678,Provide however number candidate best recognize. Nothing partner so time.,"{""address"": ""5310 Morrison Orchard\nDanielland, SD 02842"", ""website"": ""https://may.com/""}",BREWERY,ACTIVE
"Johnson, Stone and Perez",-21.7748116841752,-43.3576364815235,Media worker set road sound line. Owner way hair off number book.,"{""address"": ""999 Pamela Parkway\nPort Jerome, GU 71028"", ""website"": ""https://www.miller.org/""}",FOOD_TRUCK,ACTIVE
Harmon and Sons,-22.111982643791,-43.2078284025192,Card place open claim. Any remember drug gas task push human. Couple century including consumer herself method training. Subject instead believe that reduce security.,"{""address"": ""08698 Rachel Squares\nColeborough, GA 36413"", ""website"": ""http://www.hess.com/""}",ROOFTOP_BAR,ACTIVE
Reynolds-Hurley,-22.87143,-43.273379,Charge throw back that institution nature. Treatment involve say head history board each. May no address up turn financial door.,"{""address"": ""373 Karen Isle\nEast Shawnside, LA 54089"", ""website"": ""https://www.ellis-hale.com/""}",FOOD_TRUCK,ACTIVE
Briggs-Pierce,-22.910084,-43.204361,Wall kind however thousand goal general.,"{""address"": ""549 Vance Camp\nWest Abigailhaven, MS 03432"", ""website"": ""http://gibson-white.com/""}",COCKTAIL_BAR,ACTIVE
Garcia-Martin,-23.000557,-43.359516,Improve fire social line direction. Example home new bag generation project.,"{""address"": ""073 Destiny Villages Suite 280\nCohenburgh, NV 87821"", ""website"": ""http://www.reed-morris.biz/""}",NIGHTCLUB,ACTIVE
"Mcclain, Douglas and Underwood",-22.988335,-43.441111,Fall identify cost wrong opportunity there pick. Share major between line. Movement throughout issue beat card price popular church.,"{""address"": ""PSC 0829, Box 9006\nAPO AE 06710"", ""website"": ""http://morrow-figueroa.com/""}",FOOD_TRUCK,ACTIVE
Blake and Sons,-22.99124609635,-43.4452690780654,School turn data material open let wall. Bad shake north anything like deep. General dream live as. Late employee any type.,"{""address"": ""Unit 2424 Box 9745\nDPO AE 45705"", ""website"": ""https://brown.com/""}",WINERY,ACTIVE
Patel Inc,-23.012127,-43.477661,Save industry reality nearly thing. Night analysis spend cell life.,"{""address"": ""PSC 1471, Box 9063\nAPO AE 66127"", ""website"": ""https://johnston.biz/""}",NIGHTCLUB,ACTIVE
"Taylor, Waters and Jones",-22.87064,-43.782223,Ground participant old network human somebody. Research away clearly condition one. Director medical history possible large.,"{""address"": ""68051 John Centers\nCantustad, ME 71415"", ""website"": ""https://www.monroe.org/""}",CAFE,ACTIVE
Campbell-Silva,-22.998751,-44.306721,Watch street among response than scientist many finally. Your since affect threat speech agree.,"{""address"": ""07638 Lopez Views\nLake Robinshire, DE 53320"", ""website"": ""https://www.salinas.biz/""}",BAR,ACTIVE
Morgan LLC,-23.317539,-44.722502,Democrat production end wide. Religious impact laugh. Believe statement often early true.,"{""address"": ""5427 Adams Alley Apt. 859\nNew Sandy, OH 41273"", ""website"": ""http://lane.com/""}",NIGHTCLUB,ACTIVE
Castillo-Richard,-22.4686418992333,-44.4569143652916,Reason wrong friend. Bad gun win point easy happy. Pressure forget policy. This leave film relationship her night.,"{""address"": ""1559 Lewis Prairie Suite 788\nNew Cameronview, AR 72867"", ""website"": ""http://anthony.com/""}",RESTAURANT,ACTIVE
Barrett Ltd,-22.4662413549071,-43.8255947828293,Design fight very hundred such charge. Recognize main nation away tree office while.,"{""address"": ""02141 Spencer Flats Apt. 786\nCameronberg, VT 09270"", ""website"": ""http://flores.com/""}",PUB,ACTIVE
"Thomas, Koch and Blankenship",-20.330453639313,-44.0522991120815,Big than question success series campaign front. Wait heart learn budget during receive.,"{""address"": ""18884 Cynthia Mount Apt. 195\nPort Angel, TX 77687"", ""website"": ""https://www.solis-campbell.com/""}",FOOD_TRUCK,ACTIVE
Haley-Davis,-20.6589881357518,-43.7916205823422,Effect such consumer simply measure chance majority wide. Entire church away and. Or image scientist civil name camera. Quality company itself since step impact.,"{""address"": ""999 Meghan Glen\nLake Michael, IL 38826"", ""website"": ""https://clay-martin.info/""}",BAR,ACTIVE
Palmer LLC,-21.2152302695747,-43.7712183594704,Call decade attorney power oil his.,"{""address"": ""24277 John Keys\nPort Felicia, OR 59315"", ""website"": ""http://www.collins.com/""}",ROOFTOP_BAR,ACTIVE
Carlson Group,-19.475788,-44.289349,Affect local possible occur. Me idea political support TV full. Defense unit glass citizen night lot. Talk bring heart mouth dog goal.,"{""address"": ""49793 Weaver Dale Suite 411\nSouth Roberto, GA 95252"", ""website"": ""https://jackson-tucker.com/""}",CAFE,ACTIVE
Morales-Gillespie,-19.942416437311,-44.0149121323322,Happy here subject represent social level upon. Film process lawyer clear people star style.,"{""address"": ""615 Courtney Burgs\nWest Kristen, MH 19753"", ""website"": ""https://www.foster-james.com/""}",LOUNGE,ACTIVE
"Alexander, Dougherty and Lee",-19.9190737632037,-43.9307481050491,Age effort drug real special question explain. Throw course media stay. Often rather event technology.,"{""address"": ""98326 Fitzgerald Avenue Apt. 238\nStephenburgh, MI 12920"", ""website"": ""https://www.ruiz.biz/""}",SPORTS_BAR,ACTIVE
"Gibson, Wallace and Johnson",-18.731743,-44.876324,Activity production deal know clearly. Current dream bar ask.,"{""address"": ""02088 Brown Village Suite 248\nEast Shawn, NE 43056"", ""website"": ""http://henderson.biz/""}",CAFE,ACTIVE
Black LLC,-20.3108948360219,-40.3084476292133,Various hot able son glass next. Couple career season wife choose military. Score character special writer they.,"{""address"": ""USCGC Mccormick\nFPO AE 17085"", ""website"": ""https://brown-thompson.com/""}",WINERY,ACTIVE
Hernandez-Ramirez,-8.742677,-35.107353,Nature high half allow customer other. This economic home performance school artist. True star nearly.,"{""address"": ""819 Lori Villages Suite 888\nNew Jessica, WY 24744"", ""website"": ""http://stephens.info/""}",LOUNGE,ACTIVE
"Young, Campbell and Smith",-8.815946,-35.189321,Response build us decade education.,"{""address"": ""5390 Marie Trail\nRichardview, AL 94564"", ""website"": ""https://www.smith.net/""}",PUB,ACTIVE
Mooney Inc,-8.683968,-35.587433,Member structure only guess part could. Rule help agent. Number daughter music parent team other guess.,"{""address"": ""336 Little Neck Suite 546\nLake Cameronland, MN 09645"", ""website"": ""https://watson.com/""}",NIGHTCLUB,ACTIVE
"Drake, Morgan and Williams",-9.01463013016239,-35.224234610796,Those we modern candidate color pay. Candidate family both four.,"{""address"": ""68734 Heather Stream\nNorth Richardmouth, IA 66097"", ""website"": ""https://gaines.com/""}",LOUNGE,ACTIVE
Watkins-Jones,-9.01623045837507,-35.225319632443,Idea kind property. Site major matter position new.,"{""address"": ""9712 Meadows Ways\nNorth Aaronview, AL 45946"", ""website"": ""http://lee.com/""}",RESTAURANT,ACTIVE
"Mcdonald, Hernandez and Pena",-8.890187,-36.492436,Vote end shoulder family. Boy yes reality wonder market health health.,"{""address"": ""USCGC Martin\nFPO AA 53405"", ""website"": ""http://hill.org/""}",PUB,ACTIVE
"Collins, Stewart and Smith",-8.888761,-36.470722,Memory become realize. Before serve lawyer control. Arm yard and share wonder.,"{""address"": ""22456 Johnny Cliff Apt. 848\nMarcusview, ME 80702"", ""website"": ""https://glover.org/""}",LOUNGE,ACTIVE
Rosario-Clark,-9.14978656505022,-36.0237622261047,Rich up price nothing military. Suddenly stand and none though. Item talk still huge.,"{""address"": ""1436 David Fall\nMolinafurt, AS 24548"", ""website"": ""http://johnson-sims.com/""}",SPORTS_BAR,ACTIVE
Gilbert-Lawrence,-8.811011,-36.011597,Seek word suggest simple security between sometimes compare. Something drop themselves career boy.,"{""address"": ""6425 Kennedy Loop Suite 754\nWest Sherry, RI 30175"", ""website"": ""http://www.day.com/""}",BREWERY,ACTIVE
"Spencer, Jones and Spencer",-8.515965,-39.302383,Data after four west big. Green prove card low say social population.,"{""address"": ""460 Cole Underpass Apt. 193\nMillerville, UT 15166"", ""website"": ""https://www.gomez.com/""}",PUB,ACTIVE
"Green, Pace and Walsh",-8.803931,-39.823708,Itself maybe season read. Western take sea later prove choice action. Natural away majority economy.,"{""address"": ""84660 Shawn Plain Apt. 517\nRodneymouth, NE 81663"", ""website"": ""http://www.cervantes-pacheco.com/""}",BREWERY,ACTIVE
Yates-Solomon,-12.7180072689395,-39.1857016746141,Establish court south develop effect vote. Factor information thank science they somebody. War right wait really effect myself poor.,"{""address"": ""6217 Clark Squares Apt. 608\nCharlestown, VT 88614"", ""website"": ""https://www.grant.net/""}",WINERY,ACTIVE
"Charles, Barrett and Carlson",-12.9676248151755,-38.5097368061543,Low enough say marriage against five reality. Anything stop audience all.,"{""address"": ""689 Ramirez Cliffs Suite 386\nMyersville, RI 38656"", ""website"": ""https://www.porter.org/""}",BAR,ACTIVE
Floyd-Munoz,-12.9327163140553,-38.3286193013191,Similar may operation eight enjoy specific. Father none who.,"{""address"": ""PSC 5722, Box 4154\nAPO AA 75575"", ""website"": ""http://coffey.com/""}",CAFE,ACTIVE
Hernandez Inc,-12.9828785115737,-38.4550157189369,Black including part employee feel. Hotel expect hold recently.,"{""address"": ""8663 Jacob Islands\nEast Lauraville, VT 55323"", ""website"": ""https://carter.com/""}",RESTAURANT,ACTIVE
"Moran, Lee and Shea",-12.617842205487,-38.3434813586788,Subject data career. Tonight because successful those vote reveal. Wonder resource sing sing key or few certainly.,"{""address"": ""239 Dawson Mills Apt. 326\nPatrickview, LA 26830"", ""website"": ""http://small.net/""}",PUB,ACTIVE
Clark-Bright,-13.2482065159038,-40.4066949670376,Degree young outside lead. Television contain piece present.,"{""address"": ""2894 Tracy Courts\nNorth Michelle, NH 73442"", ""website"": ""http://www.wall-harris.com/""}",WINERY,ACTIVE
"Barnes, Garcia and Miller",-13.4402817057176,-41.3736853333047,Their as important leave system. Music art speak almost side standard build.,"{""address"": ""857 Richardson Lock Suite 778\nWest Stephaniebury, CO 98816"", ""website"": ""https://elliott.com/""}",PUB,ACTIVE
Mack-Morales,-13.6787520966495,-41.8363974988461,Method special job life manager. Cause goal structure discussion record son page. Mind whole newspaper participant for.,"{""address"": ""707 Audrey Shores\nConnieport, NV 97828"", ""website"": ""http://www.payne.net/""}",NIGHTCLUB,ACTIVE
"Miller, Gonzales and Howard",-13.43586923994,-44.1781944238032,Better movement think weight here general. Ability those reveal laugh agency.,"{""address"": ""17250 Mcclain Knolls Apt. 536\nNew Jenniferberg, VT 15117"", ""website"": ""https://anderson.net/""}",WINERY,ACTIVE
Jackson-Short,-13.9839927067614,-42.6133275032044,Look interesting of foot agreement example side. Class military against into. Home animal blue push then tend born.,"{""address"": ""57939 Paula Hills Suite 452\nNorth Kevin, FL 48999"", ""website"": ""http://powell.biz/""}",WINERY,ACTIVE
"Smith, Marshall and Moyer",-13.3099277511611,-43.3437729147602,Politics decide behind happy speech feel bed. Water art leader station enter behavior kind. Which business own check if catch draw.,"{""address"": ""8809 French Crossroad\nMillerchester, TX 30862"", ""website"": ""http://www.white.com/""}",ROOFTOP_BAR,ACTIVE
Ingram LLC,-12.1458555899264,-44.9903400242329,Item than minute beautiful father top new us. Space how structure treatment success knowledge energy. Front bill room degree thus cut.,"{""address"": ""355 Carter Fort\nWest Stephen, WV 75838"", ""website"": ""https://nelson.com/""}",CAFE,ACTIVE
"Edwards, Williamson and Willis",-11.7492732781416,-44.91133984925,There shake source environmental again lead. Bed around think next water answer.,"{""address"": ""6451 Jared Spur\nEast Matthew, WV 37571"", ""website"": ""https://www.williams-stephens.com/""}",WINERY,ACTIVE
Stone Group,-10.103,-44.401245,Sometimes place challenge necessary rock our two break. Just have training process. Network raise some require.,"{""address"": ""03482 Boyd Isle\nSimmonshaven, KY 03263"", ""website"": ""https://hunt-blackwell.org/""}",BREWERY,ACTIVE
Kelly and Sons,-10.245025,-44.625401,West skin guy improve break state always. Relationship child guy save outside American report religious.,"{""address"": ""518 Christopher Fords\nEvanmouth, NE 93348"", ""website"": ""https://garcia-morgan.org/""}",LOUNGE,ACTIVE
Austin and Sons,-9.621098,-42.082228,All arrive human hard imagine affect thousand. Bag president response can opportunity never.,"{""address"": ""0239 Hunter Forges Apt. 839\nAdkinsstad, RI 18934"", ""website"": ""http://weeks-hawkins.com/""}",SPORTS_BAR,ACTIVE
Bryant-Banks,-9.378416,-40.489129,Hard coach generation. Take change determine first benefit last. Election fly body.,"{""address"": ""14904 Reed Branch\nKarenview, AK 07444"", ""website"": ""https://hubbard.com/""}",BAR,ACTIVE
Whitney-Cox,-9.175342,-40.975994,Performance structure apply yard share provide understand. Thank would already tree any great. Charge major three represent likely.,"{""address"": ""04119 Mcbride Mount\nLake Mario, SD 04001"", ""website"": ""http://www.gonzalez.com/""}",RESTAURANT,ACTIVE
"Kent, Brown and Lewis",-9.003888,-40.271111,Clear your idea support. Smile return allow main land. Word program stop bring government off.,"{""address"": ""654 Shepard Pike\nEricberg, NJ 19050"", ""website"": ""http://lyons.info/""}",BAR,ACTIVE
Simpson LLC,-8.138917,-41.137165,Kid human hear who light. Director of threat include if ability while read. Seven else loss why improve.,"{""address"": ""Unit 5934 Box 1873\nDPO AP 49614"", ""website"": ""http://www.morris.com/""}",BREWERY,ACTIVE
Duarte LLC,-8.355053,-42.256303,List father study life. Control dark grow order office. Raise common stage perhaps. Food story process force analysis.,"{""address"": ""57760 Danielle Stream Apt. 062\nPatriciamouth, OH 75948"", ""website"": ""http://www.lyons-wheeler.com/""}",PUB,ACTIVE
"Matthews, Snow and Bennett",-8.113107,-42.948029,White meeting form artist research economy process present. Wife hold crime suddenly always. Human only summer you from.,"{""address"": ""608 Carter Prairie\nWest Richardton, AZ 21527"", ""website"": ""http://solis.com/""}",WINERY,ACTIVE
Griffith-Elliott,-8.09935687052669,-43.662456125021,However meeting community personal expert dog may. Professor record seven or. Rich man study interest person environmental security.,"{""address"": ""1096 Herman Bridge\nLindsaytown, GA 38511"", ""website"": ""http://king-kennedy.com/""}",CAFE,ACTIVE
"Williams, Riley and Bryant",-9.021364,-42.687828,Trade those project sure sell blood. Base particularly support upon. Discuss full safe apply.,"{""address"": ""0576 Ruiz Mission Suite 555\nMorganchester, KS 29055"", ""website"": ""http://www.carney.net/""}",NIGHTCLUB,ACTIVE
King-Smith,-9.593931,-42.914532,Operation make such capital leg drive career every. Best evidence question democratic good likely operation agent. Choose former event.,"{""address"": ""0262 Megan Divide Apt. 446\nAngelicaland, MO 31984"", ""website"": ""https://fitzgerald.com/""}",FOOD_TRUCK,ACTIVE
Hill-Reese,-9.518947,-43.005993,Reality perhaps name sea wind.,"{""address"": ""Unit 2947 Box 4331\nDPO AE 13144"", ""website"": ""http://www.reyes.com/""}",LOUNGE,ACTIVE
Long-Hill,-9.57505,-43.457207,Gas truth recognize so law consider make. Door official police what do opportunity not.,"{""address"": ""PSC 3657, Box 0148\nAPO AA 47647"", ""website"": ""http://mullins.info/""}",PUB,ACTIVE
Schmitt Group,-9.07393853317312,-44.333543747598,Able sense within concern sign. Assume group vote something. Where value improve well card describe new market.,"{""address"": ""422 Howard Overpass Suite 940\nNew Jessica, MT 11233"", ""website"": ""https://reyes.info/""}",LOUNGE,ACTIVE
Brennan-Shaw,-9.690733,-43.908924,Degree specific language serious collection hour spring. Air Mr suggest worker some.,"{""address"": ""96482 Paige Union\nNorth Albert, IA 86240"", ""website"": ""https://www.roberson-hurley.com/""}",CAFE,ACTIVE
"Crawford, Barton and Peterson",-9.46098590255109,-44.5983560895547,Debate threat stock what part peace. Hope per result trade campaign prevent floor. Law public air product organization inside into.,"{""address"": ""990 Matthew Well Suite 399\nKevinborough, WV 10447"", ""website"": ""https://brown-salazar.biz/""}",BAR,ACTIVE
Wilson-Salazar,-6.813516403236,-44.6455192565918,Enough I stock detail miss. Place major set him minute.,"{""address"": ""59228 Dixon Views\nDeniseborough, TX 04763"", ""website"": ""http://www.lowe.com/""}",ROOFTOP_BAR,ACTIVE
Cantu-Edwards,-7.388972,-43.125389,Though newspaper simple far Congress most life according. They relationship upon material relate model buy husband. Camera traditional medical door build.,"{""address"": ""6655 Gonzalez Station Suite 758\nSalazarchester, FL 75087"", ""website"": ""http://www.ochoa.org/""}",RESTAURANT,ACTIVE
"Hamilton, Torres and Ford",-6.785427,-43.013742,Accept tree room enjoy front authority. Fill hotel because box. Nice raise education concern form successful man choose.,"{""address"": ""086 Porter Isle\nWest Roberto, GU 49113"", ""website"": ""http://www.mueller.info/""}",ROOFTOP_BAR,ACTIVE
Jones-Williams,-6.95807384881011,-43.2258474826813,Network son project example. Kid ball where after others follow push loss. Find particular land know bill.,"{""address"": ""Unit 3919 Box 8984\nDPO AP 79784"", ""website"": ""https://guerra-wagner.com/""}",SPORTS_BAR,ACTIVE
Sanders-Castillo,-7.071524,-43.245556,Safe put movie top memory. Expert movie song own raise anyone. School sign behavior site rate to partner.,"{""address"": ""2544 Charles Greens\nPort Bobbyshire, FL 94505"", ""website"": ""https://roberson.com/""}",COCKTAIL_BAR,ACTIVE
Lee-Smith,-6.49427799477958,-43.7014232575893,Save single itself expert. Herself bag public thank strong friend.,"{""address"": ""PSC 4656, Box 1816\nAPO AE 57913"", ""website"": ""http://www.hoffman-gamble.com/""}",BREWERY,ACTIVE
Ruiz-Peterson,-6.44573006133698,-42.7976261079311,Product threat take matter. Quality idea whatever than should school impact. Son prepare our media test during.,"{""address"": ""633 Justin Gardens\nNorth Roger, MN 36609"", ""website"": ""http://www.medina.info/""}",RESTAURANT,ACTIVE
Martinez Ltd,-6.249935,-42.843525,Hour local race actually almost throughout police. Project beat himself far effect experience. Able husband assume may yourself player learn say. True nation perform draw effort these.,"{""address"": ""7699 Gary Mews Apt. 630\nGreenmouth, PW 07793"", ""website"": ""https://www.thompson-christian.net/""}",PUB,ACTIVE
Guerra-Fowler,-6.23022567813034,-42.6887364685536,Power change husband imagine teacher quality student. Worker we woman day.,"{""address"": ""004 Mcintosh Stravenue\nPrattside, FM 30852"", ""website"": ""https://www.hogan.com/""}",COCKTAIL_BAR,ACTIVE
Singh LLC,-6.080633,-42.731698,Treatment light detail personal. Start give late cold itself sing development surface. Plan know draw real recognize chance.,"{""address"": ""97453 Mathews Shoal Apt. 111\nBowmantown, CT 60905"", ""website"": ""http://www.reyes.com/""}",NIGHTCLUB,ACTIVE
"Perez, Lee and Tapia",-5.89337734987462,-42.6334722340107,Hope condition clearly admit always in. Example visit animal.,"{""address"": ""464 Clark Trail Suite 412\nKellyborough, NV 83630"", ""website"": ""https://lopez.info/""}",LOUNGE,ACTIVE
Flynn and Sons,-5.805059,-42.566336,Several set lose last address manage. Purpose blood without bring.,"{""address"": ""039 Foster Ridges Apt. 281\nPort Kurtberg, MN 62702"", ""website"": ""http://caldwell.com/""}",SPORTS_BAR,ACTIVE
Morales-Cooper,-5.806024,-42.56735,Parent black one push on least admit. Network although some way involve star. List maintain hospital arrive animal always security well. Receive right possible quite believe.,"{""address"": ""Unit 2063 Box 1882\nDPO AA 42886"", ""website"": ""http://thomas-marshall.com/""}",SPORTS_BAR,ACTIVE
Wagner-Smith,-5.581245,-44.382629,Pick think experience discover one because. Upon skill explain response.,"{""address"": ""51010 Perez Square Apt. 802\nPerezchester, OK 49055"", ""website"": ""http://porter-johns.net/""}",WINERY,ACTIVE
Dickerson-Ryan,-6.026553,-44.249012,Business year mission general just. But style adult so state before.,"{""address"": ""887 Kara Oval Suite 452\nSouth Anthonyside, NM 00719"", ""website"": ""http://moreno.biz/""}",LOUNGE,ACTIVE
"Smith, Ritter and Lopez",-6.513116,-43.877897,Financial can production cut each. Perhaps arm today.,"{""address"": ""87509 Bryan Ridge Apt. 613\nReedmouth, PW 03676"", ""website"": ""https://mcdonald.com/""}",SPORTS_BAR,ACTIVE
Gordon-Lloyd,-6.4324259394945,-43.9865675568581,Get in letter wish. Table guy of ahead fund detail through.,"{""address"": ""362 David Coves\nLeahmouth, HI 02114"", ""website"": ""https://www.barnett-jenkins.net/""}",BREWERY,ACTIVE
Schultz PLC,-5.280741,-44.496361,Study adult father various range. Family firm tough feel inside study movement.,"{""address"": ""45393 Thomas Avenue\nHartmanberg, AK 22106"", ""website"": ""http://www.day-gordon.info/""}",BREWERY,ACTIVE
Garza Inc,-4.868426,-44.35778,Dark consider fact eat. Later challenge next billion own care. Charge relationship response plant radio eye dream free.,"{""address"": ""0142 Maria Ford Apt. 980\nAbigailbury, ND 39537"", ""website"": ""https://www.smith.biz/""}",RESTAURANT,ACTIVE
"Burns, Herrera and Turner",-4.573126,-44.599652,Design body memory effect important record case. Blue most over investment lose fight adult imagine.,"{""address"": ""59964 Walker Shoal Suite 234\nJohnsontown, PR 14472"", ""website"": ""http://www.miller.com/""}",RESTAURANT,ACTIVE
"Harding, Gomez and Carlson",-4.876493,-44.885549,Particularly yeah class remain red particularly enter. Yourself art dog order buy current.,"{""address"": ""128 Angela Mount\nLake Michaelland, MT 07061"", ""website"": ""http://king.com/""}",ROOFTOP_BAR,ACTIVE
"George, Jones and Rice",-4.658448,-44.849506,Identify through rate good. Student prove pressure happy know whom. Direction store evidence behind forward.,"{""address"": ""073 Lopez Skyway\nStephensonfurt, AK 40366"", ""website"": ""http://doyle.org/""}",NIGHTCLUB,ACTIVE
Hall-Rojas,-4.217662,-44.448197,Artist yeah value make. Trade current represent for. Instead major same these Mr near word.,"{""address"": ""8492 Joseph Forks Suite 854\nNorth Kevinbury, MA 39497"", ""website"": ""http://murphy-robinson.biz/""}",LOUNGE,ACTIVE
Flores-Forbes,-4.225603,-44.799609,Door enough must amount tend house media guy. Source development inside actually pick child. Report white condition even authority mind also learn.,"{""address"": ""50340 Walter Lane\nSouth William, HI 24095"", ""website"": ""http://www.rivera.com/""}",BAR,ACTIVE
Maldonado-Espinoza,-4.373154,-44.339362,Forget list reveal future. Budget ever season word long.,"{""address"": ""298 Thompson Wall\nCampbellland, IL 66844"", ""website"": ""https://mooney.com/""}",BAR,ACTIVE
Stuart PLC,-4.552595,-43.998302,Word popular area fight friend store. Lot step center once series staff.,"{""address"": ""48326 Brown Trail Suite 739\nWest Tammyfort, AK 98542"", ""website"": ""https://herrera.biz/""}",FOOD_TRUCK,ACTIVE
"Dickerson, Curtis and Andrews",-3.740963,-43.3478,Stage one successful assume region work. Stop down medical total western.,"{""address"": ""3048 Sosa Mountain\nSanchezburgh, MO 11603"", ""website"": ""http://www.house.com/""}",CAFE,ACTIVE
"Dyer, Williamson and Snyder",-4.15549135144576,-42.9453058540821,Wall red three mouth large other. Relate book experience season he sing.,"{""address"": ""6181 Mary Knoll Apt. 208\nPort Curtisport, KY 67440"", ""website"": ""https://www.davis.net/""}",RESTAURANT,ACTIVE
"Lam, Reid and Hammond",-4.17059113419616,-42.894404232502,Politics American almost truth quality employee. Staff country four discover. Seat society between walk beat large.,"{""address"": ""9728 Holland Knoll Apt. 083\nWest Chadfurt, MS 97407"", ""website"": ""https://torres-cunningham.com/""}",RESTAURANT,ACTIVE
"Lin, Lester and Harris",-4.25648227502956,-43.0133278900758,President again special scientist cold project. Reflect say where opportunity. Key you growth event above which.,"{""address"": ""17872 Linda Mountain\nWest Mariah, AK 95103"", ""website"": ""http://www.davis.info/""}",NIGHTCLUB,ACTIVE
James PLC,-4.588269,-42.859444,Government look send case public every then. Hundred catch ability eight.,"{""address"": ""2205 Michael Bypass Suite 606\nKelseyview, VT 82569"", ""website"": ""http://baker.com/""}",LOUNGE,ACTIVE
Rogers-Nolan,-5.103948,-42.755147,Ball imagine specific himself. Property wind base would detail garden hospital. Various soldier military baby Congress conference film hour.,"{""address"": ""644 Potter Parkways Suite 661\nRogerbury, OH 47125"", ""website"": ""http://olson.info/""}",BAR,ACTIVE
Perez-Hayes,-5.102345,-42.752712,Story adult per game. May add fill. On Democrat born study campaign later myself.,"{""address"": ""97820 Sara Crossing\nLake Alan, PA 34942"", ""website"": ""https://www.cole.info/""}",SPORTS_BAR,ACTIVE
Patton-Dougherty,-5.105891,-42.763023,Drive chance third bring film. Citizen building whether use put. Sit store still difference PM believe seven. Identify talk data tree school.,"{""address"": ""182 Bean Vista Suite 449\nNorth Martinport, TX 95093"", ""website"": ""http://schwartz-dean.com/""}",LOUNGE,ACTIVE
Best PLC,-5.10704721085122,-42.7745269238949,Should religious professor everybody vote community there eight. Its whose a but. Goal agree accept practice sound color.,"{""address"": ""851 Patterson Ramp\nSchmidthaven, NJ 46727"", ""website"": ""https://www.washington.com/""}",NIGHTCLUB,ACTIVE
Robertson-Park,-5.10989,-42.771497,Allow our turn early raise. Set drug still identify democratic respond time. Research my painting author personal page.,"{""address"": ""87890 Jessica Drive Apt. 428\nEmilybury, CT 64083"", ""website"": ""https://www.figueroa-cox.org/""}",RESTAURANT,ACTIVE
Cabrera-Dorsey,-5.115641,-42.763984,Figure million leader certainly third. Culture poor protect board system common. Nature help current new leave. Must walk letter word.,"{""address"": ""759 David Viaduct Apt. 386\nWilsonborough, ME 57595"", ""website"": ""https://www.walls.com/""}",BAR,ACTIVE
Reid Group,-5.11515267559199,-42.7622155845165,Collection building write whether.,"{""address"": ""751 Hayes Ridges\nZacharymouth, IN 98467"", ""website"": ""http://www.brown.org/""}",LOUNGE,ACTIVE
"Williams, Gomez and Nichols",-5.139118,-42.781239,Huge make understand place agreement. Store guy eye take store receive little.,"{""address"": ""16353 Petersen Groves Apt. 550\nSandrafurt, CT 04133"", ""website"": ""https://parker.com/""}",LOUNGE,ACTIVE
Mosley LLC,-5.128844,-42.789013,Money through nice.,"{""address"": ""45154 Smith Villages\nTinamouth, OK 12768"", ""website"": ""https://www.dominguez.com/""}",LOUNGE,ACTIVE
Barron Inc,-5.105126,-42.807674,Building since low little community nature space. Whole rate past usually dream. Others change must piece ability letter.,"{""address"": ""0607 Sanchez Fords\nBaileyfurt, MD 81966"", ""website"": ""https://www.blake-johnson.net/""}",LOUNGE,ACTIVE
"Taylor, Stevens and Conley",-5.120547,-42.803714,Pass fire region. Technology turn man under international certain change. Account effect nor organization wear pull buy.,"{""address"": ""176 Kenneth Via\nGreenborough, IA 94651"", ""website"": ""https://mcdonald.com/""}",COCKTAIL_BAR,ACTIVE
"Thompson, Simpson and Green",-5.089342,-42.809593,Indeed face what society others. School exactly spring clearly.,"{""address"": ""53218 Kenneth Skyway Apt. 886\nEast Henry, NE 66488"", ""website"": ""https://beck.org/""}",CAFE,ACTIVE
"Harris, Baker and Kelly",-5.091112,-42.835728,Foreign tough charge month glass.,"{""address"": ""USCGC Harris\nFPO AP 69313"", ""website"": ""https://www.harrison-gentry.com/""}",BREWERY,ACTIVE
White-Campbell,-5.041451,-42.807242,Material rate point home image. Course magazine own. Rate save cell agency. Include talk police.,"{""address"": ""3892 Chan Groves\nRoyton, MI 31406"", ""website"": ""http://www.johnson.org/""}",CAFE,ACTIVE
Morgan Ltd,-5.056479,-42.821751,Their every unit knowledge. Member reveal herself player cut huge.,"{""address"": ""701 Holly Mission Apt. 519\nPort Lori, UT 28616"", ""website"": ""http://www.thompson.com/""}",WINERY,ACTIVE
Mitchell-Powers,-5.087056,-42.806709,Unit may whose left next partner. Thing mouth ok situation return property into.,"{""address"": ""338 Edward Locks Suite 379\nCrystalton, NY 39858"", ""website"": ""https://www.robbins-townsend.info/""}",BREWERY,ACTIVE
Castro-Brooks,-5.077811,-42.795253,Down national skin oil bit strategy. Indeed city expect black industry. Purpose election cost identify form animal letter.,"{""address"": ""66559 Clifford Hollow\nPort Sara, PR 35364"", ""website"": ""https://www.knox.com/""}",BAR,ACTIVE
