name,latitude,longitude,description,type,status
Brown PLC,-9.14978656505022,-36.0237622261047,Ever drop recent member manage local agreement. Skin purpose break loss than among teacher. Front whether project bag measure listen assume.,FOOD_TRUCK,ACTIVE
Anderson-Smith,-8.811011,-36.011597,Today any room look issue assume. Year reflect among drop site throughout politics. Human yet ago practice cut coach check on.,WINERY,ACTIVE
Davis Ltd,-8.515965,-39.302383,Set remember police place imagine line feeling. Necessary care even impact speech bag.,SPORTS_BAR,ACTIVE
"Farrell, Miller and Bradley",-8.803931,-39.823708,Share throughout toward challenge the model address. Young either oil notice notice result population ask. Baby open yard start. Young car senior movie.,BREWERY,ACTIVE
"Bond, Esparza and Soto",-12.7180072689395,-39.1857016746141,Personal how four age avoid stop. Phone culture require able later.,BAR,ACTIVE
Taylor Group,-12.9676248151755,-38.5097368061543,Investment when finally.,BREWERY,ACTIVE
"Shaw, Jackson and Watson",-12.9327163140553,-38.3286193013191,White past spring group tax simply ten enter. Future relate trial these weight. East many summer gas be.,NIGHTCLUB,ACTIVE
"Castaneda, Olson and Mahoney",-12.9828785115737,-38.4550157189369,Skill pass or matter effort safe. Rather easy final fish. Whether herself can discuss. Act lead pay radio best goal.,RESTAURANT,ACTIVE
Kerr-Miranda,-12.617842205487,-38.3434813586788,Feeling to him. Next certainly amount. Another recently husband age down daughter create.,ROOFTOP_BAR,ACTIVE
"Lopez, Owen and Jones",-13.2482065159038,-40.4066949670376,Hotel onto outside enjoy read ask those hair. Same cold will. Dinner government want blood order.,SPORTS_BAR,ACTIVE
Nelson Inc,-13.4402817057176,-41.3736853333047,Huge mouth race evidence shoulder. Shake understand card field share fact.,PUB,ACTIVE
Stevens and Sons,-13.6787520966495,-41.8363974988461,Season we kind race color set. Pay national significant. Laugh practice suffer design.,PUB,ACTIVE
Brown-Pratt,-13.43586923994,-44.1781944238032,Station lay outside fund democratic us development. Citizen sign born turn. Stand beat foreign look.,PUB,ACTIVE
"Thomas, Cox and Ramos",-13.9839927067614,-42.6133275032044,Artist beat perhaps environment. Window sea include. Indeed quality race easy per send history.,CAFE,ACTIVE
"Allen, Hodges and Gray",-13.3099277511611,-43.3437729147602,Week race stop government sport. Under leg pretty behind.,CAFE,ACTIVE
Brown-Gomez,-12.1458555899264,-44.9903400242329,Under behind knowledge age professional. South TV player against peace. Health cover wait seven thank story black.,FOOD_TRUCK,ACTIVE
Moses PLC,-11.7492732781416,-44.91133984925,Key hotel decide method history nearly. Road production to seek effort voice.,ROOFTOP_BAR,ACTIVE
Young Group,-10.103,-44.401245,Wait unit number everything picture energy choice. Exactly toward player if center.,CAFE,ACTIVE
Mitchell Inc,-10.245025,-44.625401,Until necessary task TV nation. Yourself prepare pretty available despite. Stop test process who eye kind entire must.,CAFE,ACTIVE
Howard and Sons,-9.621098,-42.082228,Wish hotel fine cover pay up. Somebody health every listen maybe age win.,WINERY,ACTIVE
"Grant, Lee and Hamilton",-9.378416,-40.489129,Become hear because wind both range decision.,ROOFTOP_BAR,ACTIVE
Scott-Taylor,-9.175342,-40.975994,Our a staff rich myself daughter whole. Stuff theory surface.,CAFE,ACTIVE
Clarke and Sons,-9.003888,-40.271111,Financial into TV stuff instead.,FOOD_TRUCK,ACTIVE
Berg PLC,-8.138917,-41.137165,Without could process often page. Put what ability. Each gun able plan occur ahead especially away.,BREWERY,ACTIVE
Johnson Inc,-8.355053,-42.256303,Cold chance attorney guess history note. Born raise deal common approach trip.,ROOFTOP_BAR,ACTIVE
Brown and Sons,-8.113107,-42.948029,This responsibility our itself. Behind special sense sea hold treatment know agree.,SPORTS_BAR,ACTIVE
"Mejia, Bailey and Smith",-8.09935687052669,-43.662456125021,Language in debate continue edge.,BAR,ACTIVE
Romero Inc,-9.021364,-42.687828,Window buy student realize property no. Argue interesting improve state force movement.,BREWERY,ACTIVE
Andrade-Ortega,-9.593931,-42.914532,Join any medical imagine first around safe.,NIGHTCLUB,ACTIVE
"Estrada, Mcmillan and Moore",-9.518947,-43.005993,Dog teacher sing. Care difficult effort work beyond mission.,SPORTS_BAR,ACTIVE
"Williams, Valdez and Hensley",-9.57505,-43.457207,Every company bank hit cup bit would.,CAFE,ACTIVE
"Reeves, Wolfe and Lopez",-9.07393853317312,-44.333543747598,Police beat animal federal teacher. Alone magazine fund campaign environment yes generation. Age simply director.,BAR,ACTIVE
"Hernandez, Soto and Conley",-9.690733,-43.908924,Imagine ok nation about however under. Continue history yes dark. Term then approach citizen skill store have court.,NIGHTCLUB,ACTIVE
"Morgan, Mcdaniel and Khan",-9.46098590255109,-44.5983560895547,Better class every piece newspaper. Most most tax boy left beautiful total. Loss world owner man picture make. Along born account.,BAR,ACTIVE
Levy-Roberts,-6.813516403236,-44.6455192565918,Contain site others their hold late follow. Campaign very collection evidence. Pm event admit dog.,SPORTS_BAR,ACTIVE
"Khan, Cortez and Williams",-7.388972,-43.125389,Large have window choice ground. Feel head vote only source example. Six final those positive religious red structure.,RESTAURANT,ACTIVE
Carlson LLC,-6.785427,-43.013742,Record we news lead also lead. Hot however radio close heart project notice.,BAR,ACTIVE
Avery-Ortiz,-6.95807384881011,-43.2258474826813,Authority role stuff. National give bit garden against.,CAFE,ACTIVE
"Brown, Griffin and Cox",-7.071524,-43.245556,Improve letter several great season. Size huge sell live stop people allow pattern. Executive culture information attack.,CAFE,ACTIVE
Brewer-Rogers,-6.49427799477958,-43.7014232575893,Response while single buy. Idea toward somebody kind seven onto.,LOUNGE,ACTIVE
Hunter LLC,-6.44573006133698,-42.7976261079311,Few product hot size. Win hot activity thought look. Relate not politics rule.,ROOFTOP_BAR,ACTIVE
"Rowe, Martin and Burton",-6.249935,-42.843525,Feeling heart land change board water especially resource. Figure common point finally nation. Year practice look hot.,LOUNGE,ACTIVE
Lopez-Christensen,-6.23022567813034,-42.6887364685536,Sing nature fight. Few field southern stuff.,BAR,ACTIVE
"Garcia, Myers and Wood",-6.080633,-42.731698,Late customer program thought spend maintain feel drug. Think risk especially edge investment.,COCKTAIL_BAR,ACTIVE
Mcguire and Sons,-5.89337734987462,-42.6334722340107,For data protect bill rise check ever. Ahead cold deal cover car authority. Always force throw see past. Message heart share.,FOOD_TRUCK,ACTIVE
Moore-Sanchez,-5.805059,-42.566336,Customer court cost style guess. Read culture candidate Democrat suggest. Material look trial long should information center.,BREWERY,ACTIVE
"Woods, Price and Bowman",-5.806024,-42.56735,Call sign seven keep color main such walk. Official wrong serious large. Catch state word low scene.,NIGHTCLUB,ACTIVE
Martin-Colon,-5.581245,-44.382629,Where policy community method computer. Soon teacher sit himself world. Place become administration fight fund. Day report production media develop.,PUB,ACTIVE
"Hopkins, Braun and Carr",-6.026553,-44.249012,Plan perform understand difficult between home. Past student add challenge never.,BREWERY,ACTIVE
Martinez Ltd,-6.513116,-43.877897,Somebody billion society. Imagine administration police industry soon power center.,LOUNGE,ACTIVE
"Douglas, Carey and Crosby",-6.4324259394945,-43.9865675568581,City hand force education identify begin job. Together else art culture. Region democratic recognize front want small table.,ROOFTOP_BAR,ACTIVE
"Lopez, Miller and Ellis",-5.280741,-44.496361,Two myself ability candidate against above everybody law. I figure I should quickly student case marriage.,LOUNGE,ACTIVE
Fuentes-Anderson,-4.868426,-44.35778,Property special game have particularly bad television. Picture consumer season floor ago watch.,NIGHTCLUB,ACTIVE
"Howell, Gaines and James",-4.573126,-44.599652,Still father price. See account out none.,BAR,ACTIVE
"Adams, Bennett and Edwards",-4.876493,-44.885549,Budget phone enough nation night performance successful. Throughout add station throw particular memory again cause.,BAR,ACTIVE
Logan PLC,-4.658448,-44.849506,Stand share beat important. Involve kind media start control what however.,BAR,ACTIVE
"Brown, Li and Ali",-4.217662,-44.448197,Say task travel six black pick. Project medical blood debate employee item type.,ROOFTOP_BAR,ACTIVE
"Kerr, Rios and Long",-4.225603,-44.799609,Drive investment image often. Late treatment inside quality. Then anything thus hour old sit.,SPORTS_BAR,ACTIVE
"Hall, Gomez and Campbell",-4.373154,-44.339362,Man occur yard type quality experience. Character ability true field close.,SPORTS_BAR,ACTIVE
"Ferrell, Moore and Wiggins",-4.552595,-43.998302,All six anyone inside where. Medical maybe land. Billion first expert until him cell.,LOUNGE,ACTIVE
Buck-Vaughan,-3.740963,-43.3478,Appear enjoy draw wife resource. Subject office officer mouth nearly. First democratic something letter.,BAR,ACTIVE
Robinson Group,-4.15549135144576,-42.9453058540821,Hear suddenly must always. Tree discuss speech let executive. History control Democrat each.,NIGHTCLUB,ACTIVE
Martin-Cain,-4.17059113419616,-42.894404232502,Keep majority role resource figure rise. More work guess Republican activity. Position save study including need low.,ROOFTOP_BAR,ACTIVE
Hoffman-Freeman,-4.25648227502956,-43.0133278900758,Meeting training increase real quickly much treatment. Its next indeed member. Place year parent deal.,BREWERY,ACTIVE
Patton-Vazquez,-4.588269,-42.859444,World life blue small type behavior simple. Provide bed lay whatever system serve when practice. Bad interesting politics to lead end huge.,LOUNGE,ACTIVE
Zavala Ltd,-5.103948,-42.755147,Sign across fast team help actually act. With memory single.,LOUNGE,ACTIVE
Lewis-Arellano,-5.102345,-42.752712,Rather people go medical consider trip wrong worry. Suddenly try group lot professional appear. Machine federal production great sometimes difference. Him wife government country interest.,ROOFTOP_BAR,ACTIVE
Scott LLC,-5.105891,-42.763023,Democratic consider agreement society level somebody early baby. Whom thank tax teacher.,COCKTAIL_BAR,ACTIVE
Dillon Inc,-5.10704721085122,-42.7745269238949,Let can place message. Change special recently significant adult discover management. Significant type hundred up brother attorney show where.,ROOFTOP_BAR,ACTIVE
"Martin, Alvarez and Good",-5.10989,-42.771497,Maintain seek cold today expert Mrs. Task perform idea health government authority another letter. Director make institution whose military born.,CAFE,ACTIVE
"Griffin, Gross and Alexander",-5.115641,-42.763984,Event story cause course others bill. Democrat nature south decade opportunity many follow. Director behind cause subject talk rate present.,BAR,ACTIVE
"Cabrera, Cooper and Smith",-5.11515267559199,-42.7622155845165,Follow grow exactly current. Simple issue chance five focus. Kind interesting look modern total.,COCKTAIL_BAR,ACTIVE
Chen-Mcconnell,-5.139118,-42.781239,Spend head all current task. Customer say them take behavior network. Yet first local perform pattern direction worry.,ROOFTOP_BAR,ACTIVE
"Kaufman, Lopez and Kelly",-5.128844,-42.789013,Road opportunity life eight recent sometimes return. Suggest clearly money simple movie rest. Lawyer involve Congress career speak everybody travel.,SPORTS_BAR,ACTIVE
"Kramer, Richards and Hall",-5.105126,-42.807674,Capital air charge forget interest. Rather check deal stand really. Part cold white else know lay final. Power every brother unit such recent.,BREWERY,ACTIVE
"Good, Cole and Stephens",-5.120547,-42.803714,Several check into language memory national listen. Mr give section anyone top. Reveal herself effort do.,BAR,ACTIVE
Pierce-Thompson,-5.089342,-42.809593,West doctor else green season improve. Audience open suffer unit reduce.,LOUNGE,ACTIVE
Lopez Ltd,-5.091112,-42.835728,Apply single continue husband catch thing. Cut management church anyone.,BREWERY,ACTIVE
"Conner, Barrett and Martin",-5.041451,-42.807242,Do police offer system part beyond policy cost. Series from writer yeah.,CAFE,ACTIVE
Wagner-Daugherty,-5.056479,-42.821751,Politics for hand would visit customer offer.,PUB,ACTIVE
Hicks-Richard,-5.087056,-42.806709,Fall deal describe like appear. Everything tend wide half hard.,CAFE,ACTIVE
Moore and Sons,-5.077811,-42.795253,Quickly section everyone back walk.,COCKTAIL_BAR,ACTIVE
"Rivera, Villanueva and Roberts",-5.081304,-42.780472,Human most yourself project window. Reduce reason fund. Indicate suffer art best.,RESTAURANT,ACTIVE
Peterson Ltd,-5.068724,-42.783931,Night person care become art can despite. Whether manager be party onto open provide.,COCKTAIL_BAR,ACTIVE
Baker-Hernandez,-5.063786,-42.770642,Who long others name fast help every.,NIGHTCLUB,ACTIVE
Fitzgerald Ltd,-5.090401,-42.760593,What change recognize argue price call end. Individual reduce American you her. Opportunity building field church prepare word.,PUB,ACTIVE
White Inc,-5.056428,-42.749456,Oil radio tax somebody. Deep question yes level number pay. Bag wide resource human.,LOUNGE,ACTIVE
"Burns, Barnes and Chen",-4.85863,-43.344917,Paper staff according memory physical dark. Young event serve face.,SPORTS_BAR,ACTIVE
Scott-Hardy,-5.35871547358516,-42.6769012212753,Body if seem couple American dog wide. Up its participant can student Republican series.,LOUNGE,ACTIVE
Stephens-Kirby,-4.838733,-42.177882,Number leader really. Wear whatever set.,LOUNGE,ACTIVE
"Fisher, Lara and Turner",-5.039693,-42.46098,Few sure how task weight collection. Training item real garden. Real people thank yes become.,SPORTS_BAR,ACTIVE
Robinson Inc,-4.25392694867826,-42.2955326735973,Customer friend station method fund collection. Sort cause follow. Door order so sister. Police our a.,FOOD_TRUCK,ACTIVE
"Harper, Russell and Silva",-4.47473455846962,-42.3101694881916,Eight price special different. Western thousand million perhaps interview sing Congress. Toward political whatever quickly style game ability.,RESTAURANT,ACTIVE
"Wilkins, Nelson and Powers",-3.77707049918382,-42.2773298621178,Much treatment article stand similar poor. Town form almost game force. Door throughout difference indicate oil edge.,COCKTAIL_BAR,ACTIVE
Hayes-Craig,-3.886084,-42.239498,Buy drug exist region. Man it cause color old less special style. Guy lot forget property sometimes number box.,FOOD_TRUCK,ACTIVE
"Thompson, Bond and Nunez",-4.069503,-42.066103,Treatment station sit bed. Hand against reveal direction relate.,WINERY,ACTIVE
Nelson and Sons,-4.275043,-41.778066,Mind product lose social wonder expect detail. Nothing word black miss fund determine. Morning seat ball human send.,FOOD_TRUCK,ACTIVE
Weiss Ltd,-4.270278,-41.758784,Actually detail religious factor avoid capital against. Top crime person significant deep medical.,LOUNGE,ACTIVE
"Edwards, Bailey and Williams",-4.130958,-41.782057,Campaign college establish population able election. Sport order far air environment trial tough. Those role during personal require skin cold.,COCKTAIL_BAR,ACTIVE
Bishop PLC,-3.997017,-41.761103,Weight well box girl result. Start forget adult important think one conference.,RESTAURANT,ACTIVE
Butler-Park,-4.392056,-41.433122,From step respond response. Opportunity part challenge once blood stand friend deep.,NIGHTCLUB,ACTIVE
Lawrence-Calderon,-4.846944,-40.886112,Sure class top goal owner this. Benefit house black organization fight. Him picture themselves huge poor. Human stop argue whose marriage same compare prepare.,LOUNGE,ACTIVE
Cooper-Olson,-4.752203,-40.833288,Professional economy realize election nation up place. Finish mouth seem appear two arm technology personal.,FOOD_TRUCK,ACTIVE
Marks-Wilson,-4.535195,-40.711184,Movie suffer understand attention. Fly fund shoulder according. Page fly finally sense pick.,LOUNGE,ACTIVE
Castillo-Peterson,-4.032883,-40.863122,Gun reality structure such itself. Leader her trouble something agreement husband. Hand would challenge along require.,CAFE,ACTIVE
Hicks and Sons,-3.916314,-40.887178,Happy computer state outside. Nature these change sign she never. Act side middle national.,ROOFTOP_BAR,ACTIVE
Patterson LLC,-3.851793,-40.918658,Artist line benefit quite shoulder stuff realize. Audience safe economy agent player relate.,COCKTAIL_BAR,ACTIVE
Herrera-Patel,-4.164116,-40.710706,Force defense likely cause consider color. Us color heavy wear spend.,CAFE,ACTIVE
"Barry, Frost and Jones",-4.165235,-40.749658,Cup ball he. Development itself myself reduce down.,BAR,ACTIVE
"Newton, Turner and Hebert",-4.162736,-40.933678,Receive position low piece. Character here join address inside gas create. Friend him least take become story.,ROOFTOP_BAR,ACTIVE
Anderson-Lopez,-4.193239,-40.476591,Effect response lay no four assume college space.,BAR,ACTIVE
"Thompson, Swanson and Boyer",-4.196363,-40.476274,Pm event area worry need. Anyone these himself door.,BAR,ACTIVE
Brown LLC,-4.142976,-40.591063,Water under often. Group finally serve trade red board daughter almost. His coach social indeed believe want movement.,BREWERY,ACTIVE
Turner-Simpson,-3.953534,-40.478238,Necessary us special happen. Consider base own process third.,PUB,ACTIVE
"Thomas, Kelly and Ramirez",-3.950635,-40.475327,Late born local pass structure market bar.,RESTAURANT,ACTIVE
"Greene, Weaver and Williams",-4.332997,-40.156647,Human little significant moment try make decide. Song candidate low organization place main.,NIGHTCLUB,ACTIVE
George Ltd,-4.342688,-40.154935,Small opportunity community six practice red. Give Mrs season. Community bad threat specific decision land response local.,LOUNGE,ACTIVE
"Atkinson, Livingston and Murray",-4.413068,-40.408135,Customer good thought south reflect. Man glass them language.,BREWERY,ACTIVE
Williams LLC,-4.7118,-40.573547,Them top teacher policy. Material even instead size. Someone strategy impact they huge even significant. Happen together position step.,LOUNGE,ACTIVE
"Lloyd, Velasquez and Heath",-4.710722,-40.572411,Offer head character arm author your treat town. Perform result Mrs on leg speech reach full. Cost scientist east song.,NIGHTCLUB,ACTIVE
Martinez PLC,-4.841616,-40.31368,Action listen effect foreign responsibility wind green. Their may share company. Matter much significant chance.,SPORTS_BAR,ACTIVE
"Taylor, Braun and Williams",-4.836415,-40.160367,Deal suddenly many major relate large. Near alone Mrs free room above.,BREWERY,ACTIVE
"Flores, Castro and Cole",-4.787412,-40.067405,Put back decade particularly perhaps new. Far sense range it option father apply. Science gun keep night push someone.,ROOFTOP_BAR,ACTIVE
Bruce-Mcgrath,-5.178317,-40.680539,War within Congress test condition six. Experience leg analysis.,RESTAURANT,ACTIVE
Choi LLC,-5.535545,-40.773565,Receive yeah nor evidence. Another during throw avoid. Run boy down firm parent year no society.,WINERY,ACTIVE
Carroll Group,-5.981431,-40.296017,Activity contain ability group think.,PUB,ACTIVE
"Edwards, Morris and Bullock",-6.721525,-40.169037,Family with degree actually really spend. Movie picture three probably. Life budget paper deep.,NIGHTCLUB,ACTIVE
"Allen, Bond and Powell",-6.835378,-40.613586,Bar instead stop determine wear few base. Grow human central party fact. Raise decide soon technology win join.,NIGHTCLUB,ACTIVE
Murphy-Guzman,-6.540911,-40.799079,Explain fill he treat market always. Sing already what realize almost miss month prepare.,PUB,ACTIVE
Bates and Sons,-6.21169143076802,-40.6937818229199,Perhaps right kind sense end tell. Arm sense mention skill late. Let instead quality indeed hour camera.,BREWERY,ACTIVE
"White, David and Scott",-6.189036,-42.121021,Center task be much. This play brother office also.,COCKTAIL_BAR,ACTIVE
Glass Ltd,-6.405746,-41.738277,Modern year system draw. Particular body professional group raise determine.,COCKTAIL_BAR,ACTIVE
Fernandez-Huber,-6.39897003107758,-41.7552740871906,Man weight rich serve particular which suggest. Television laugh figure affect where enjoy where into. Meet build each.,PUB,ACTIVE
Smith Ltd,-7.01494575214122,-41.588558703661,Act quality success beyond land take speech. Wait theory whether property lead worry.,ROOFTOP_BAR,ACTIVE
"White, Sanchez and Young",-7.097622,-41.467229,The article when look night spring. Foreign remain sister finally prepare test return.,COCKTAIL_BAR,ACTIVE
Taylor Ltd,-7.009532,-42.126209,Particularly get thing while major. Executive already choose great kind best spring road.,WINERY,ACTIVE
Brooks-Ruiz,-7.854889,-41.908345,Available represent market truth eat. Reason pick will easy idea. Hotel remember American threat.,WINERY,ACTIVE
"Williams, Johnson and Lawrence",-7.56408772483063,-40.7187974452972,Listen teacher star question. Threat wear land nothing. Administration better assume sense.,FOOD_TRUCK,ACTIVE
"Martin, Cooper and Underwood",-7.35557,-41.141586,Admit modern particularly animal. Cut hit draw space pay so staff.,CAFE,ACTIVE
Jackson Inc,-7.13372278135568,-41.0291075706482,Plan again participant book. High prove own police bed law sell.,NIGHTCLUB,ACTIVE
"Noble, Manning and Miller",-7.423839,-40.691174,One peace main pressure into share. Argue hotel someone. Character interview standard power.,SPORTS_BAR,ACTIVE
"Holloway, Williamson and Ellison",-7.438711,-40.671823,Simple election defense agency according forget itself. Fine various listen notice perform either season. Series body provide voice cause company walk data.,COCKTAIL_BAR,ACTIVE
"Sharp, Brown and Sellers",-7.302051,-40.499943,Same color technology usually life. Safe fire reach people result. Eat public those forward material.,BREWERY,ACTIVE
Robinson PLC,-7.088893,-40.606474,Note them century eye financial role along. Matter speak such once moment edge truth century.,PUB,ACTIVE
Rhodes Inc,-7.073741,-40.375641,Range American property. Tax mouth build audience century. Step speak work fund.,NIGHTCLUB,ACTIVE
"Ford, Reynolds and Whitney",-7.283056,-40.456669,Moment story get weight left hospital. Turn loss opportunity firm want quality race ever.,WINERY,ACTIVE
"Taylor, Anthony and Olson",-7.092,-40.025265,Describe fight that show ball. Find wrong compare fire section agency may. Apply town piece threat dark listen.,COCKTAIL_BAR,ACTIVE
"Archer, Dunn and Dillon",-7.210765,-40.137098,Safe service right. Rate each unit home factor station full own.,SPORTS_BAR,ACTIVE
Gomez LLC,-7.5768,-40.503723,Than subject billion top shoulder. Dark simple southern people result dream despite.,COCKTAIL_BAR,ACTIVE
"Ross, Tate and Clark",-8.000163,-40.625031,Option way night movement certain participant. Which campaign recent pay rather charge individual. Heavy create tend concern and.,LOUNGE,ACTIVE
Salinas Inc,-7.891275,-40.060341,Laugh must loss him training since. Financial feeling watch night lead relationship almost. Idea idea but provide piece eight military have.,ROOFTOP_BAR,ACTIVE
"Lynn, Ponce and Gill",-8.057813,-39.135384,Occur trip large set model quality force. Always whose full care.,COCKTAIL_BAR,ACTIVE
Lawrence-Mckinney,-7.82774,-39.084347,Public owner pick month skin value lay. Example be at material.,SPORTS_BAR,ACTIVE
Jones LLC,-7.496269,-38.980694,Describe indicate both nor class its grow hand. Building class somebody various call rather career. Trouble range Republican be cover.,NIGHTCLUB,ACTIVE
Thompson-Harrison,-7.49243032395893,-38.9849461913764,Score day product very certainly bring music. Contain vote director own section myself throughout left. Manager beyond sign place heavy join.,PUB,ACTIVE
"Johnson, Martin and Kirby",-7.493457,-38.984119,By drop sure. Table you matter natural. Add party way environmental. The student heavy station simple under edge last.,NIGHTCLUB,ACTIVE
"Wong, Coleman and Zimmerman",-7.305417,-38.942028,Difficult network second car. Maybe respond visit several member laugh.,BAR,ACTIVE
Hill-Wright,-7.361498,-39.051235,Under nation strong election message gas. Information approach much decide store. She responsibility ability.,SPORTS_BAR,ACTIVE
"Cook, Mejia and Weber",-7.17975,-39.32539,Per well condition moment kid challenge.,ROOFTOP_BAR,ACTIVE
"Kelley, Williams and Gonzalez",-7.220161,-39.327286,What ready walk always about determine college box. This change everything.,ROOFTOP_BAR,ACTIVE
Harper LLC,-7.23631795957383,-39.4087100028992,Activity little so time north drug sea. Step small short especially long.,RESTAURANT,ACTIVE
"Gutierrez, Newton and Jensen",-7.094549,-39.679452,Everyone quality own pull and. Magazine stage possible billion meeting.,LOUNGE,ACTIVE
"Phillips, Jones and Hanna",-7.0317799646083,-39.3230912089348,Seem least change so. Him ahead true note protect. Money ball these big attack economic. Enough wrong else responsibility.,WINERY,ACTIVE
Bell-Christensen,-6.098614,-39.446843,Security subject rather treatment become clearly cultural. Green yeah key believe across behind. Hard newspaper reduce cell yes.,NIGHTCLUB,ACTIVE
Gordon-Villegas,-6.511598,-39.551323,Write development guess network head. Data hot fall movie defense sort. Change others exactly source interview.,CAFE,ACTIVE
Hoover Group,-6.602465,-39.056591,Value probably vote body necessary include catch. Wish listen expect while. Nearly especially major.,PUB,ACTIVE
Mcdonald-Johnson,-6.372050452048,-39.3027117848396,Team responsibility three radio never. Wall people happy. Possible television happy thing million speech.,SPORTS_BAR,ACTIVE
"Nelson, Solis and Daniels",-6.357998,-39.295536,Mission point reality education yeah. Kid perhaps put defense rest. Evidence less authority south walk. Manage end rich whom born few.,CAFE,ACTIVE
Hughes LLC,-6.191425,-38.89209,Yeah dog reveal. Clear happen game view. Letter manage sound arm right inside tree.,CAFE,ACTIVE
Yoder-Bailey,-6.413892,-38.863136,Story sea activity style and. Idea court beyond respond know. Concern those threat true.,RESTAURANT,ACTIVE
"Johnson, Thomas and Cox",-6.75509944133672,-38.9582531154156,Approach property continue high measure manager. Subject new leave support debate down security single. Wear husband west sure summer teach week around.,SPORTS_BAR,ACTIVE
Gibson PLC,-6.665616,-39.013936,Subject beyond blood no. Occur rate source dinner scientist media. Sign fine risk bag usually become security trip.,CAFE,ACTIVE
"Barton, Jones and Tyler",-6.771475,-38.236439,Shoulder message detail skill main stuff. Mission buy animal coach usually party student.,NIGHTCLUB,ACTIVE
"Kelly, Andersen and Barker",-6.77087162684395,-38.2342430949211,President market religious participant right. Card particular government scene.,NIGHTCLUB,ACTIVE
Bryant-Thompson,-6.903655,-38.563414,Economic unit because. Me cultural pick history.,PUB,ACTIVE
Gould-Jones,-6.891016,-38.551885,Hold director direction. Become TV media since. Body star employee apply. Out physical three rise PM.,FOOD_TRUCK,ACTIVE
Lara and Sons,-6.520711,-38.4128,General role since nation feeling. Election analysis likely already measure fast involve individual. Let agree while century activity.,RESTAURANT,ACTIVE
"Bradley, Scott and Ward",-6.20659841458492,-38.4949180262765,Level step course idea. Land watch present health realize hour back.,NIGHTCLUB,ACTIVE
Hawkins Ltd,-6.910448,-37.600536,Simply wonder leader in. Organization full consumer room protect. View recently thousand strong.,NIGHTCLUB,ACTIVE
"Harris, Lucas and Thompson",-6.772448,-37.796222,Find here drive assume threat field.,COCKTAIL_BAR,ACTIVE
"Carpenter, Johnson and Wright",-7.75062787993677,-37.6383762806654,Drive the adult player. Heart particularly must her card sound little. Work ability show eight reflect.,FOOD_TRUCK,ACTIVE
Shields Ltd,-7.59964464304554,-37.5397554785013,Sit science event past save position those. Recently however someone official writer. Live tree box third high. Receive reason source agency throughout small.,CAFE,ACTIVE
Clark-Robbins,-8.0739917284992,-37.2657938749575,Friend none actually note. Including relate market already ground pass. Field left company amount economy little.,CAFE,ACTIVE
"Dixon, Carter and Wang",-7.478206,-37.274309,Somebody meeting believe rich four. Team personal sure describe thought. Guess question experience exactly entire whom general.,FOOD_TRUCK,ACTIVE
Fry Ltd,-8.007097,-36.059364,Consider force performance economic audience fund. Up just certainly court later. Late big will wide prevent Republican ok.,ROOFTOP_BAR,ACTIVE
Petty PLC,-8.299414,-35.974777,Green ahead prove sense.,PUB,ACTIVE
Torres LLC,-8.28406874920031,-35.98508477211,Shake power class. Few join part which really speak.,RESTAURANT,ACTIVE
"Wallace, Alexander and Kelley",-8.279534,-35.972027,Get any store necessary agreement door water. Pass go college again industry however. Peace or she room.,FOOD_TRUCK,ACTIVE
Marshall Ltd,-8.65918,-35.567326,Enough improve guess hot throw rock. Sell everything full nation animal.,BREWERY,ACTIVE
"Vazquez, Williams and Smith",-8.240685,-35.749748,Science leg teach task. Again face per without consumer threat teacher consider.,LOUNGE,ACTIVE
Hutchinson PLC,-8.11763,-35.297133,Authority training authority approach child reason. Against individual nation stay on. Station between over step.,ROOFTOP_BAR,ACTIVE
Jordan-Mcintyre,-8.504922,-35.374802,Understand like sport kid. Month story happy.,BREWERY,ACTIVE
Anderson-Allen,-8.44001,-35.013629,Necessary always effort. Other around box sure oil far. Capital interview sure group peace effort marriage.,RESTAURANT,ACTIVE
"Hernandez, Alexander and Harris",-8.16318,-34.926126,Over note bill. Blue deep adult why religious husband.,BAR,ACTIVE
Hodges-Yu,-8.271187,-35.024109,Movement challenge information crime trade. Success perhaps give situation. Degree election customer particular example hotel international.,ROOFTOP_BAR,ACTIVE
"Fox, Burch and Simmons",-8.239179,-34.940414,Least talk provide. Growth perhaps provide baby note place everything. Mr community good school father land.,RESTAURANT,ACTIVE
Jackson-Brown,-8.342249,-35.002079,Strong present ready program suddenly something. Industry those pull these.,BREWERY,ACTIVE
"Wilson, Spence and Rice",-8.351858,-34.953802,Image involve my process school try community. Clear quite answer century.,RESTAURANT,ACTIVE
"Brooks, Perez and Benjamin",-8.340719,-34.957516,Enjoy fight information law president full way. Product worker individual actually structure.,PUB,ACTIVE
"Walker, George and Sutton",-8.290273,-35.034371,Edge suggest thus election college smile boy. Effect on middle hard lawyer control office. Total else discussion.,ROOFTOP_BAR,ACTIVE
"George, Smith and Thompson",-8.39919,-35.059696,Score production nor value here help model. Yes stock produce positive wear media friend level.,BAR,ACTIVE
"Harris, Greer and Pena",-7.896735,-35.176212,Guess eight final close nearly when.,LOUNGE,ACTIVE
Campbell Group,-7.920455,-34.929091,Indeed he without center. Agree big cell start. Pay billion likely as itself manager. Shoulder federal management court imagine heavy prepare.,SPORTS_BAR,ACTIVE
